0.370183 0.644186
0.370183 -0.644186
0.435251 0.475355
0.435251 -0.475355
0.396403 0.654306
0.396403 -0.654306
0.464239 0.349949
0.464239 -0.349949
0.168247 -0.787047
0.168247 0.787047
0.497427 0.231794
0.497427 -0.231794
-0.652386 0.26271
-0.652386 -0.26271
-0.479075 0.469146
-0.479075 -0.469146
-0.521542 0.424013
-0.521542 -0.424013
-0.231607 0.588053
-0.231607 -0.588053
0.48384 0.270936
0.48384 -0.270936
-0.376234 0.557595
-0.376234 -0.557595
-1 -2.76447e-57
-1 2.76447e-57
-0.0471843 0.643648
-0.0471843 -0.643648
-0.176802 0.649741
-0.176802 -0.649741
-1 -1.66267e-56
-1 1.66267e-56
0.450578 0.389047
0.450578 -0.389047
0.430486 0.738148
0.430486 -0.738148
-1 -2.72776e-56
-1 2.72776e-56
-1 2.45461e-56
-1 -2.45461e-56
0.512551 0.188978
0.512551 -0.188978
-0.14317 0.707157
-0.14317 -0.707157
-0.423447 0.530293
-0.423447 -0.530293
-0.666238 0.326264
-0.666238 -0.326264
-1 5.87619e-57
-1 -5.87619e-57
0.31203 0.734587
0.31203 -0.734587
0.422471 0.515465
0.422471 -0.515465
-0.0591966 0.737083
-0.0591966 -0.737083
-0.575853 1.1345
-0.575853 -1.1345
0.530062 -0.147521
0.530062 0.147521
0.589561 1.01091
0.589561 -1.01091
-0.27012 0.643548
-0.27012 -0.643548
0.438882 0.433333
0.438882 -0.433333
0.200749 0.745163
0.200749 -0.745163
-0.696099 0.135673
-0.696099 -0.135673
0.0726613 0.756788
0.0726613 -0.756788
0.489857 1.15323
0.489857 -1.15323
-1 -1.27124e-56
-1 1.27124e-56
0.553646 0.0918653
0.553646 -0.0918653
0.677321 1.11799
0.677321 -1.11799
-0.514388 0.573524
-0.514388 -0.573524
-0.355749 0.700871
-0.355749 -0.700871
0.400152 0.56858
0.400152 -0.56858
0.827778 1.1762
0.827778 -1.1762
-0.209401 0.742142
-0.209401 -0.742142
-0.578543 0.37648
-0.578543 -0.37648
1.04777 1.14432
1.04777 -1.14432
-1 2.17213e-56
-1 -2.17213e-56
-0.352156 1.24809
-0.352156 -1.24809
0.12571 -1.3093
0.12571 1.3093
0.474909 0.310885
0.474909 -0.310885
-0.108261 1.348
-0.108261 -1.348
1.15375 1.13917
1.15375 -1.13917
-0.866667 0.966302
-0.866667 -0.966302
-1.21063 0.592861
-1.21063 -0.592861
-0.831522 1.23235
-0.831522 -1.23235
-0.389928 1.43297
-0.389928 -1.43297
1.37356 1.03541
1.37356 -1.03541
-1.06553 1.04345
-1.06553 -1.04345
-0.275027 1.35843
-0.275027 -1.35843
1.47401 0.964916
1.47401 -0.964916
0.337071 1.25118
0.337071 -1.25118
1.71754 0.633259
1.71754 -0.633259
1.65169 0.769664
1.65169 -0.769664
-0.113285 1.54534
-0.113285 -1.54534
-1.384 0.269748
-1.384 -0.269748
-1 2.82986e-56
-1 -2.82986e-56
0.670607 1.16698
0.670607 -1.16698
0.951114 1.16047
0.951114 -1.16047
1.75781 0.29167
1.75781 -0.29167
-1.15438 0.938512
-1.15438 -0.938512
-0.554526 1.32113
-0.554526 -1.32113
1.57342 0.881071
1.57342 -0.881071
-1.21428 0.790178
-1.21428 -0.790178
1.75095 -0.487304
1.75095 0.487304
-0.919502 1.15151
-0.919502 -1.15151
1.27146 1.09783
1.27146 -1.09783
0.259741 1.21505
0.259741 -1.21505
-1.31895 0.531131
-1.31895 -0.531131
-0.579817 1.47216
-0.579817 -1.47216
